阿姨	ayi
丰碑	fengbei
配件	peijian
校舍	xiaoshe
放慢	fangman
善后	shanhou
准是	zhunshi
共存	gongcun
阐释	chanshi
焚烧	fenshao
行贿	xinghui
分辨	fenbian
审讯	shenxun
写照	xiezhao
禀报	bingbao
喘息	chuanxi
排练	pailian
融洽	rongqia
文盲	wenmang
洪涝	honglao
围剿	weijiao
辨别	bianbie
专科	zhuanke
完了	wanliao
公家	gongjia
农垦	nongken
树苗	shumiao
环卫	huanwei
敬佩	jingpei
领队	lingdui
营救	yingjiu
先导	xiandao
院落	yuanluo
鉴别	jianbie
事前	shiqian
天使	tianshi
支票	zhipiao
莲花	lianhua
评判	pingpan
切身	qieshen
执著	zhizhuo
盘算	pansuan
时评	shiping
有病	youbing
选购	xuangou
书桌	shuzhuo
店主	dianzhu
断绝	duanjue
叫喊	jiaohan
新郎	xinlang
家用	jiayong
随行	suixing
电车	dianche
彩虹	caihong
松树	songshu
风雪	fengxue
事变	shibian
但见	danjian
挑衅	tiaoxin
漂流	piaoliu
严防	yanfang
抱歉	baoqian
启程	qicheng
钻石	zuanshi
齐声	qisheng
就诊	jiuzhen
池塘	chitang
免除	mianchu
兑换	duihuan
黑影	heiying
耕耘	gengyun
排水	paishui
引水	yinshui
狡猾	jiaohua
亮丽	liangli
动感	donggan
指针	zhizhen
军校	junxiao
玩耍	wanshua
宣判	xuanpan
勇士	yongshi
广义	guangyi
渲染	xuanran
版面	banmian
军舰	junjian
校门	xiaomen
坐标	zuobiao
短信	duanxin
报送	baosong
查封	chafeng
简要	jianyao
头等	toudeng
展品	zhanpin
编号	bianhao
厉声	lisheng
广度	guangdu
日光	riguang
浓缩	nongsuo
沉闷	chenmen
关口	guankou
盘旋	panxuan
深邃	shensui
检阅	jianyue
方位	fangwei
发亮	faliang
满身	manshen
转播	zhuanbo
扁担	biandan
免职	mianzhi
电缆	dianlan
荒漠	huangmo
偶像	ouxiang
市容	shirong
救命	jiuming
憔悴	qiaocui
判定	panding
深造	shenzao
晚间	wanjian
烟囱	yancong
编造	bianzao
奋勇	fenyong
请假	qingjia
辨认	bianren
军警	junjing
款待	kuandai
清白	qingbai
融化	ronghua
战火	zhanhuo
花圈	huaquan
棉被	mianbei
老少	laoshao
俗称	sucheng
留恋	liulian
美观	meiguan
毕生	bisheng
丘陵	qiuling
山脉	shanmai
碎片	suipian
过关	guoguan
控告	konggao
松懈	songxie
公文	gongwen
奔腾	benteng
划定	huading
年份	nianfen
扫荡	saodang
存放	cunfang
口罩	kouzhao
警觉	jingjue
平淡	pingdan
抗灾	kangzai
长发	changfa
僵局	jiangju
追随	zhuisui
感应	ganying
波长	bochang
环流	huanliu
作坊	zuofang
颠倒	diandao
潜心	qianxin
主攻	zhugong
忏悔	chanhui
当家	dangjia
建构	jiangou
领带	lingdai
年画	nianhua
见闻	jianwen
硫酸	liusuan
大帅	dashuai
能干	nenggan
狂热	kuangre
怀有	huaiyou
文选	wenxuan
牵挂	qiangua
红花	honghua
推选	tuixuan
运算	yunsuan
防备	fangbei
下层	xiaceng
耳光	erguang
假定	jiading
叫好	jiaohao
空话	konghua
返还	fanhuan
刚好	ganghao
失掉	shidiao
执教	zhijiao
木匠	mujiang
塑像	suxiang
美景	meijing
文教	wenjiao
感性	ganxing
会展	huizhan
中立	zhongli
藏书	cangshu
留神	liushen
手套	shoutao
调试	tiaoshi
取证	quzheng
骗人	pianren
乡土	xiangtu
军团	juntuan
执照	zhizhao
单身	danshen
农林	nonglin
威望	weiwang
采摘	caizhai
郊外	jiaowai
随同	suitong
场次	changci
反面	fanmian
能耐	nengnai
唱戏	changxi
知晓	zhixiao
暖和	nuanhuo
部将	bujiang
分红	fenhong
樱桃	yingtao
半径	banjing
画卷	huajuan
警车	jingche
悬殊	xuanshu
些小	xiexiao
英俊	yingjun
光泽	guangze
登门	dengmen
接送	jiesong
劳教	laojiao
玩弄	wannong
顺差	shuncha
托管	tuoguan
照搬	zhaoban
夯实	hangshi
航海	hanghai
水文	shuiwen
转而	zhuaner
豪情	haoqing
拍照	paizhao
螃蟹	pangxie
牵引	qianyin
家境	jiajing
忧愁	youchou
保养	baoyang
编排	bianpai
盟国	mengguo
安详	anxiang
当心	dangxin
并购	binggou
车手	cheshou
收看	shoukan
邪说	xieshuo
筹办	chouban
挺进	tingjin
超导	chaodao
口径	koujing
增高	zenggao
死伤	sishang
小贩	xiaofan
严明	yanming
饭桌	fanzhuo
回荡	huidang
省得	shengde
偷税	toushui
浪花	langhua
冷汗	lenghan
舒展	shuzhan
温情	wenqing
捣乱	daoluan
悼念	daonian
肥胖	feipang
狭小	xiaxiao
风范	fengfan
钢筋	gangjin
外形	waixing
修缮	xiushan
秋风	qiufeng
电费	dianfei
卷烟	juanyan
千秋	qianqiu
公职	gongzhi
狼狈	langbei
头衔	touxian
群山	qunshan
硝烟	xiaoyan
表妹	biaomei
货款	huokuan
年月	nianyue
欠缺	qianque
式样	shiyang
疏通	shutong
怨恨	yuanhen
撒谎	sahuang
嗓音	sangyin
手印	shouyin
道教	daojiao
幌子	huangzi
零下	lingxia
松弛	songchi
薪水	xinshui
并列	binglie
采风	caifeng
两极	liangji
强力	qiangli
款式	kuanshi
上司	shangsi
胸部	xiongbu
闪耀	shanyao
幻觉	huanjue
沿用	yanyong
殊荣	shurong
油灯	youdeng
黑洞	heidong
沙尘	shachen
战犯	zhanfan
进兵	jinbing
明媚	mingmei
失眠	shimian
下身	xiashen
昭示	zhaoshi
面试	mianshi
有钱	youqian
转发	zhuanfa
追寻	zhuixun
吵闹	chaonao
间谍	jiandie
会诊	huizhen
劝告	quangao
管事	guanshi
点火	dianhuo
抖动	doudong
勤俭	qinjian
得逞	decheng
供货	gonghuo
流亡	liuwang
甜头	tiantou
闲谈	xiantan
厌倦	yanjuan
药房	yaofang
断裂	duanlie
建树	jianshu
本钱	benqian
差事	chaishi
丑陋	choulou
绵延	mianyan
做工	zuogong
总揽	zonglan
会馆	huiguan
开行	kaixing
灵敏	lingmin
轻蔑	qingmie
导线	daoxian
报表	baobiao
菜园	caiyuan
相爱	xiangai
找寻	zhaoxun
厂子	changzi
检修	jianxiu
动辄	dongzhe
断然	duanran
多情	duoqing
添加	tianjia
对阵	duizhen
过快	guokuai
露面	loumian
埋葬	maizang
名优	mingyou
光顾	guanggu
税金	shuijin
信教	xinjiao
班禅	banchan
剪刀	jiandao
相符	xiangfu
越冬	yuedong
侦探	zhentan
收买	shoumai
痛恨	tonghen
公办	gongban
恭维	gongwei
来电	laidian
精干	jinggan
假说	jiashuo
批量	piliang
直航	zhihang
汇款	huikuan
任凭	renping
下沉	xiachen
外方	waifang
珍品	zhenpin
防灾	fangzai
汇总	huizong
手头	shoutou
着落	zhuoluo
射箭	shejian
书院	shuyuan
矿物	kuangwu
年货	nianhuo
眼圈	yanquan
失调	shitiao
杂种	zazhong
光谱	guangpu
摆动	baidong
享乐	xiangle
一晃	yihuang
订货	dinghuo
审结	shenjie
锁定	suoding
候选	houxuan
门面	menmian
养分	yangfen
幼年	younian
洞口	dongkou
芬芳	fenfang
获准	huozhun
治水	zhishui
更改	genggai
原文	yuanwen
顶多	dingduo
槐树	huaishu
样板	yangban
绰号	chuohao
改用	gaiyong
捆绑	kunbang
半空	bankong
红薯	hongshu
门房	menfang
杀手	shashou
过境	guojing
彗星	huixing
南边	nanbian
领事	lingshi
炫耀	xuanyao
好受	haoshou
守候	shouhou
喧闹	xuannao
观音	guanyin
减肥	jianfei
喂养	weiyang
阴沉	yinchen
英寸	yingcun
时辰	shichen
仓储	cangchu
吃水	chishui
出产	chuchan
号令	haoling
交错	jiaocuo
混淆	hunxiao
内行	neihang
单产	danchan
球星	qiuxing
束手	shushou
置换	zhihuan
表姐	biaojie
手背	shoubei
金边	jinbian
照旧	zhaojiu
回访	huifang
怨言	yuanyan
震慑	zhenshe
险些	xianxie
茶水	chashui
朝代	chaodai
凑巧	couqiao
前卫	qianwei
天数	tianshu
快感	kuaigan
相隔	xiangge
眼见	yanjian
悠扬	youyang
苍老	canglao
恰巧	qiaqiao
断言	duanyan
针灸	zhenjiu
风味	fengwei
家教	jiajiao
步枪	buqiang
驰名	chiming
全盘	quanpan
细长	xichang
小吃	xiaochi
成语	chengyu
到访	daofang
菜农	cainong
灯泡	dengpao
开朗	kailang
包容	baorong
当月	dangyue
三更	sangeng
硕果	shuoguo
政客	zhengke
牵涉	qianshe
述评	shuping
真假	zhenjia
不胜	busheng
出山	chushan
宠物	chongwu
点球	dianqiu
公决	gongjue
适龄	shiling
调处	tiaochu
杨树	yangshu
直通	zhitong
解说	jieshuo
持平	chiping
水池	shuichi
直面	zhimian
降级	jiangji
快餐	kuaican
年薪	nianxin
深秋	shenqiu
陈设	chenshe
反攻	fangong
旱情	hanqing
厚望	houwang
账目	zhangmu
邻邦	linbang
走遍	zoubian
回身	huishen
却说	queshuo
镰刀	liandao
手巾	shoujin
油料	youliao
公费	gongfei
果农	guonong
寄生	jisheng
推算	tuisuan
战备	zhanbei
带兵	daibing
烟尘	yanchen
动弹	dongtan
表白	biaobai
柔情	rouqing
烧毁	shaohui
水灾	shuizai
银杏	yinxing
火苗	huomiao
杨柳	yangliu
万千	wanqian
小偷	xiaotou
背诵	beisong
佛像	foxiang
行家	hangjia
分院	fenyuan
海浪	hailang
鸿沟	honggou
南宋	nansong
整日	zhengri
迟缓	chihuan
分娩	fenmian
掉头	diaotou
肝脏	ganzang
拐卖	guaimai
推断	tuiduan
候鸟	houniao
身价	shenjia
小看	xiaokan
辛酸	xinsuan
追加	zhuijia
参选	canxuan
纯属	chunshu
涵养	hanyang
裂缝	liefeng
前门	qianmen
骚动	saodong
编队	biandui
虫子	chongzi
订购	dinggou
家产	jiachan
血腥	xuexing
动心	dongxin
宁肯	ningken
文风	wenfeng
宴请	yanqing
埋藏	maicang
荣耀	rongyao
述说	shushuo
童谣	tongyao
标价	biaojia
裁减	caijian
分兵	fenbing
公车	gongche
军衔	junxian
清扫	qingsao
估量	guliang
算盘	suanpan
星球	xingqiu
落水	luoshui
糖果	tangguo
空难	kongnan
贫农	pinnong
容貌	rongmao
招考	zhaokao
好说	haoshuo
胆小	danxiao
配方	peifang
新潮	xinchao
展台	zhantai
先烈	xianlie
心动	xindong
靠拢	kaolong
扬言	yangyan
登载	dengzai
清早	qingzao
赏赐	shangci
水草	shuicao
推敲	tuiqiao
喧哗	xuanhua
坠毁	zhuihui
脚跟	jiaogen
病菌	bingjun
超群	chaoqun
丛林	conglin
社交	shejiao
着火	zhaohuo
慈祥	cixiang
牵制	qianzhi
掩映	yanying
不祥	buxiang
界面	jiemian
买方	maifang
猛进	mengjin
贪官	tanguan
外行	waihang
鼻梁	biliang
冲刺	chongci
草丛	caocong
盟友	mengyou
失守	shishou
体谅	tiliang
咆哮	paoxiao
都城	ducheng
飞天	feitian
工分	gongfen
鬼神	guishen
回旋	huixuan
狩猎	shoulie
背面	beimian
浓烈	nonglie
审问	shenwen
诗篇	shipian
闲暇	xianxia
缠绕	chanrao
手稿	shougao
病态	bingtai
菖蒲	changpu
神韵	shenyun
自重	zizhong
北边	beibian
名士	mingshi
要脸	yaolian
振作	zhenzuo
东家	dongjia
临行	linxing
枪击	qiangji
鼠标	shubiao
唯恐	weikong
暴行	baoxing
开明	kaiming
连带	liandai
应聘	yingpin
幽静	youjing
暴动	baodong
变态	biantai
沉醉	chenzui
淀粉	dianfen
动脉	dongmai
挥动	huidong
节电	jiedian
判刑	panxing
开销	kaixiao
硬盘	yingpan
分清	fenqing
高耸	gaosong
花瓶	huaping
叛乱	panluan
算数	suanshu
病因	bingyin
惨痛	cantong
脚印	jiaoyin
小鬼	xiaogui
硬化	yinghua
灌输	guanshu
接应	jieying
井下	jingxia
口水	koushui
内线	neixian
秋收	qiushou
听觉	tingjue
卓著	zhuozhu
白面	baimian
订婚	dinghun
洞穴	dongxue
机枪	jiqiang
下定	xiading
冲洗	chongxi
难听	nanting
修炼	xiulian
名贵	minggui
产后	chanhou
拍手	paishou
通货	tonghuo
货源	huoyuan
门缝	menfeng
善待	shandai
党群	dangqun
炼油	lianyou
年岁	niansui
连载	lianzai
盆景	penjing
全套	quantao
村寨	cunzhai
中国	zhongguo
生活	shenghuo
重要	zhongyao
成为	chengwei
方面	fangmian
学生	xuesheng
政治	zhengzhi
正在	zhengzai
城市	chengshi
上海	shanghai
非常	feichang
青年	qingnian
表现	biaoxian
群众	qunzhong
应当	yingdang
条件	tiaojian
环境	huanjing
正是	zhengshi
过程	guocheng
市场	shichang
完成	wancheng
首先	shouxian
行动	xingdong
相信	xiangxin
严重	yanzhong
说明	shuoming
共同	gongtong
中心	zhongxin
斗争	douzheng
造成	zaocheng
精神	jingshen
水平	shuiping
面前	mianqian
教授	jiaoshou
重新	chongxin
往往	wangwang
之中	zhizhong
总统	zongtong
文章	wenzhang
年轻	nianqing
始终	shizhong
电影	dianying
充分	chongfen
永远	yongyuan
标准	biaozhun
同样	tongyang
晚上	wanshang
明显	mingxian
粮食	liangshi
保证	baozheng
人生	rensheng
充满	chongman
等等	dengdeng
声音	shengyin
观念	guannian
经营	jingying
加强	jiaqiang
健康	jiankang
正确	zhengque
曾经	cengjing
专家	zhuanjia
重视	zhongshi
欢迎	huanying
质量	zhiliang
紧张	jinzhang
分钟	fenzhong
全面	quanmian
强烈	qianglie
手段	shouduan
讲话	jianghua
专门	zhuanmen
刚刚	ganggang
主张	zhuzhang
交通	jiaotong
关键	guanjian
承认	chengren
减少	jianshao
贡献	gongxian
对象	duixiang
宗教	zongjiao
表明	biaoming
成果	chengguo
卫生	weisheng
明天	mingtian
小说	xiaoshuo
广告	guanggao
当前	dangqian
当年	dangnian
财政	caizheng
广泛	guangfan
良好	lianghao
上来	shanglai
加上	jiashang
身边	shenbian
空间	kongjian
最终	zuizhong
商品	shangpin
走向	zouxiang
方便	fangbian
应用	yingyong
保障	baozhang
观点	guandian
功能	gongneng
成就	chengjiu
党员	dangyuan
尊重	zunzhong
构成	goucheng
典型	dianxing
生存	shengcun
方针	fangzhen
相对	xiangdui
生态	shengtai
中学	zhongxue
听说	tingshuo
年龄	nianling
照片	zhaopian
山东	shandong
尚未	shangwei
下降	xiajiang
数量	shuliang
多种	duozhong
好像	haoxiang
销售	xiaoshou
公共	gonggong
上述	shangshu
成熟	chengshu
将来	jianglai
承担	chengdan
成本	chengben
印象	yinxiang
推广	tuiguang
平衡	pingheng
正文	zhengwen
交换	jiaohuan
能源	nengyuan
品种	pinzhong
武装	wuzhuang
平等	pingdeng
挑战	tiaozhan
前面	qianmian
深深	shenshen
命令	mingling
朝鲜	chaoxian
官员	guanyuan
进程	jincheng
将军	jiangjun
情形	qingxing
申请	shenqing
软件	ruanjian
家长	jiazhang
渐渐	jianjian
交往	jiaowang
周年	zhounian
风险	fengxian
中华	zhonghua
完整	wanzheng
少年	shaonian
供应	gongying
注重	zhuzhong
众多	zhongduo
远远	yuanyuan
浙江	zhejiang
转化	zhuanhua
上下	shangxia
眼光	yanguang
愿望	yuanwang
健全	jianquan
种植	zhongzhi
坚定	jianding
官兵	guanbing
新疆	xinjiang
公园	gongyuan
春天	chuntian
队长	duichang
强化	qianghua
东方	dongfang
明年	mingnian
选手	xuanshou
房间	fangjian
见面	jianmian
调动	diaodong
政协	zhengxie
欣赏	xinshang
签订	qianding
表面	biaomian
服装	fuzhuang
公平	gongping
执政	zhizheng
整顿	zhengdun
家乡	jiaxiang
车辆	cheliang
动员	dongyuan
税收	shuishou
旁边	pangbian
小康	xiaokang
宏观	hongguan
民众	minzhong
锻炼	duanlian
轻松	qingsong
前景	qianjing
杭州	hangzhou
乡村	xiangcun
听见	tingjian
影片	yingpian
成都	chengdou
场所	changsuo
前往	qianwang
优良	youliang
青春	qingchun
辉煌	huihuang
营养	yingyang
上市	shangshi
剩下	shengxia
平静	pingjing
减轻	jianqing
会长	huichang
创业	chuangye
含量	hanliang
广阔	guangkuo
承诺	chengnuo
常委	changwei
承包	chengbao
鲜明	xianming
中外	zhongwai
网站	wangzhan
监管	jianguan
相反	xiangfan
协商	xieshang
天空	tiankong
下乡	xiaxiang
增收	zengshou
航空	hangkong
煤矿	meikuang
赔偿	peichang
出生	chusheng
纠正	jiuzheng
成分	chengfen
江南	jiangnan
产权	chanquan
中文	zhongwen
上学	shangxue
情景	qingjing
教练	jiaolian
员工	yuangong
东京	dongjing
调控	tiaokong
崇高	chonggao
振兴	zhenxing
纵横	zongheng
支撑	zhicheng
原料	yuanliao
沈阳	shenyang
安装	anzhuang
诞生	dansheng
海上	haishang
冬天	dongtian
弘扬	hongyang
全年	quannian
悄悄	qiaoqiao
占领	zhanling
校园	xiaoyuan
表情	biaoqing
辽宁	liaoning
同情	tongqing
上班	shangban
高中	gaozhong
赞成	zancheng
天天	tiantian
框架	kuangjia
称号	chenghao
聪明	congming
风景	fengjing
效应	xiaoying
当选	dangxuan
着手	zhuoshou
从前	congqian
正好	zhenghao
航天	hangtian
统筹	tongchou
东盟	dongmeng
联盟	lianmeng
关怀	guanhuai
评选	pingxuan
长沙	changsha
证书	zhengshu
封建	fengjian
健身	jianshen
黄金	huangjin
认证	renzheng
领先	lingxian
演讲	yanjiang
光辉	guanghui
外商	waishang
尽量	jinliang
招标	zhaobiao
奠定	dianding
展现	zhanxian
党建	dangjian
政委	zhengwei
众人	zhongren
倡导	changdao
诚信	chengxin
睡觉	shuijiao
联邦	lianbang
事项	shixiang
党风	dangfeng
建交	jianjiao
赞赏	zanshang
洪水	hongshui
讲究	jiangjiu
享有	xiangyou
中介	zhongjie
笑容	xiaorong
处长	chuchang
抢救	qiangjiu
性能	xingneng
征求	zhengqiu
经典	jingdian
动手	dongshou
全身	quanshen
周边	zhoubian
边境	bianjing
垄断	longduan
神经	shenjing
早上	zaoshang
论证	lunzheng
匆匆	congcong
现行	xianxing
公顷	gongqing
抗战	kangzhan
消防	xiaofang
从小	congxiao
警方	jingfang
争夺	zhengduo
高尚	gaoshang
导向	daoxiang
初中	chuzhong
磋商	cuoshang
放松	fangsong
之上	zhishang
连忙	lianmang
壮大	zhuangda
充实	chongshi
称赞	chengzan
冷静	lengjing
纲领	gangling
诊断	zhenduan
明星	mingxing
上门	shangmen
平原	pingyuan
整改	zhenggai
顽强	wanqiang
班长	banchang
深远	shenyuan
尝试	changshi
院校	yuanxiao
设想	shexiang
水面	shuimian
边防	bianfang
延长	yanchang
承办	chengban
乡亲	xiangqin
帮忙	bangmang
增产	zengchan
凌晨	lingchen
农田	nongtian
年前	nianqian
强制	qiangzhi
姓名	xingming
深受	shenshou
涌现	yongxian
面孔	miankong
命名	mingming
厂家	changjia
奖金	jiangjin
师生	shisheng
营销	yingxiao
讲座	jiangzuo
伤心	shangxin
授权	shouquan
景观	jingguan
月亮	yueliang
捐款	juankuan
种类	zhonglei
层面	cengmian
反响	fanxiang
扩张	kuozhang
讲述	jiangshu
捐赠	juanzeng
将士	jiangshi
焦点	jiaodian
关税	guanshui
反正	fanzheng
台上	taishang
攻关	gongguan
兴建	xingjian
监控	jiankong
心想	xinxiang
零售	lingshou
好转	haozhuan
通用	tongyong
拆迁	chaiqian
肩膀	jianbang
小型	xiaoxing
时尚	shishang
增添	zengtian
交警	jiaojing
窗户	chuanghu
挣扎	zhengzha
商人	shangren
丰收	fengshou
缓缓	huanhuan
乡下	xiangxia
争论	zhenglun
运转	yunzhuan
飞船	feichuan
元首	yuanshou
经受	jingshou
身影	shenying
赶上	ganshang
中旬	zhongxun
倾销	qingxiao
再生	zaisheng
总算	zongsuan
获奖	huojiang
同行	tonghang
先锋	xianfeng
原先	yuanxian
空前	kongqian
赛场	saichang
条款	tiaokuan
强国	qiangguo
商家	shangjia
变动	biandong
况且	kuangqie
空调	kongtiao
病情	bingqing
电网	dianwang
水源	shuiyuan
皇后	huanghou
党校	dangxiao
长久	changjiu
漫长	manchang
榜样	bangyang
向着	xiangzhe
光彩	guangcai
山水	shanshui
投降	touxiang
上游	shangyou
主场	zhuchang
同年	tongnian
倾听	qingting
多项	duoxiang
形容	xingrong
官方	guanfang
新生	xinsheng
南昌	nanchang
规章	guizhang
连连	lianlian
偏偏	pianpian
时光	shiguang
债券	zhaiquan
供水	gongshui
朝廷	chaoting
真情	zhenqing
清晨	qingchen
黄昏	huanghun
节省	jiesheng
痛快	tongkuai
常规	changgui
震惊	zhenjing
赠送	zengsong
创立	chuangli
加重	jiazhong
边缘	bianyuan
考生	kaosheng
流传	liuchuan
师长	shizhang
病房	bingfang
占用	zhanyong
改正	gaizheng
收藏	shoucang
香烟	xiangyan
竞选	jingxuan
瞬间	shunjian
水电	shuidian
上台	shangtai
在场	zaichang
邮政	youzheng
良心	liangxin
通行	tongxing
崇拜	chongbai
挑选	tiaoxuan
田径	tianjing
风情	fengqing
缅甸	miandian
教员	jiaoyuan
奉行	fengxing
传输	chuanshu
公交	gongjiao
违章	weizhang
闪烁	shanshuo
仲裁	zhongcai
党性	dangxing
东风	dongfeng
相处	xiangchu
月光	yueguang
前线	qianxian
银川	yinchuan
内政	neizheng
供电	gongdian
抢劫	qiangjie
贫穷	pinqiong
显现	xianxian
签名	qianming
正月	zhengyue
聊天	liaotian
从容	congrong
点评	dianping
分成	fencheng
疼痛	tengtong
林场	linchang
登山	dengshan
撰写	zhuanxie
教堂	jiaotang
永恒	yongheng
年产	nianchan
向来	xianglai
扭转	niuzhuan
震动	zhendong
颁奖	banjiang
先前	xianqian
防守	fangshou
中队	zhongdui
变更	biangeng
分量	fenliang
评审	pingshen
上演	shangyan
攻坚	gongjian
天真	tianzhen
往年	wangnian
电站	dianzhan
传媒	chuanmei
年间	nianjian
定点	dingdian
省份	shengfen
讲解	jiangjie
宁静	ningjing
牲畜	shengchu
顺应	shunying
展望	zhanwang
航线	hangxian
春风	chunfeng
掌柜	zhanggui
片面	pianmian
回升	huisheng
年年	niannian
照样	zhaoyang
敞开	changkai
网点	wangdian
寿命	shouming
电灯	diandeng
怀念	huainian
转阴	zhuanyin
车厢	chexiang
盛会	shenghui
水准	shuizhun
将要	jiangyao
繁重	fanzhong
降价	jiangjia
乘坐	chengzuo
源泉	yuanquan
抗洪	kanghong
兼并	jianbing
天堂	tiantang
公款	gongkuan
储量	chuliang
当面	dangmian
惩治	chengzhi
田间	tianjian
平方	pingfang
肿瘤	zhongliu
冷笑	lengxiao
阵容	zhenrong
获胜	huosheng
同等	tongdeng
改良	gailiang
硬件	yingjian
变迁	bianqian
更换	genghuan
联网	lianwang
起床	qichuang
动荡	dongdang
通关	tongguan
明朝	mingzhao
酝酿	yunniang
平壤	pingrang
联手	lianshou
村长	cunchang
兵团	bingtuan
行径	xingjing
笼罩	longzhao
正规	zhenggui
民政	minzheng
曝光	baoguang
春耕	chungeng
情愿	qingyuan
稍稍	shaoshao
雄厚	xionghou
诚恳	chengken
分享	fenxiang
成才	chengcai
专职	zhuanzhi
市政	shizheng
税款	shuikuan
神仙	shenxian
朦胧	menglong
抽调	choudiao
练兵	lianbing
夸张	kuazhang
前方	qianfang
巧妙	qiaomiao
转为	zhuanwei
坚守	jianshou
穷人	qiongren
远方	yuanfang
选票	xuanpiao
光盘	guangpan
全线	quanxian
丰硕	fengshuo
精简	jingjian
商贸	shangmao
瞄准	miaozhun
献身	xianshen
堪称	kancheng
老将	laojiang
上报	shangbao
收缴	shoujiao
情怀	qinghuai
通往	tongwang
由衷	youzhong
名片	mingpian
高声	gaosheng
老乡	laoxiang
前年	qiannian
评定	pingding
超标	chaobiao
衰退	shuaitui
升华	shenghua
星星	xingxing
阐明	chanming
船只	chuanzhi
防洪	fanghong
效能	xiaoneng
水产	shuichan
高涨	gaozhang
放宽	fangkuan
动用	dongyong
专栏	zhuanlan
商会	shanghui
茫茫	mangmang
看重	kanzhong
防线	fangxian
生殖	shengzhi
浪潮	langchao
重返	zhongfan
用工	yonggong
前边	qianbian
关联	guanlian
当真	dangzhen
寻常	xunchang
深沉	shenchen
流程	liucheng
新娘	xinniang
窗子	chuangzi
顺手	shunshou
阵阵	zhenzhen
相差	xiangcha
招收	zhaoshou
断定	duanding
选用	xuanyong
送行	songxing
谅解	liangjie
惊醒	jingxing
相识	xiangshi
官僚	guanliao
山顶	shanding
笑脸	xiaolian
花生	huasheng
损伤	sunshang
表扬	biaoyang
总共	zonggong
请教	qingjiao
钟头	zhongtou
娘家	niangjia
降落	jiangluo
王朝	wangchao
审定	shending
能手	nengshou
冷战	lengzhan
航行	hangxing
统领	tongling
嘲笑	chaoxiao
青山	qingshan
过剩	guosheng
神州	shenzhou
庆典	qingdian
放映	fangying
宽松	kuansong
钞票	chaopiao
修正	xiuzheng
猜想	caixiang
性情	xingqing
宽容	kuanrong
连年	liannian
有偿	youchang
摘编	zhaibian
穿越	chuanyue
手工	shougong
构想	gouxiang
伤口	shangkou
乘车	chengche
流量	liuliang
传染	chuanran
欢快	huankuai
惩处	chengchu
轮船	lunchuan
平面	pingmian
回想	huixiang
统统	tongtong
动情	dongqing
宣扬	xuanyang
奉命	fengming
专人	zhuanren
通红	tonghong
上街	shangjie
严惩	yancheng
变形	bianxing
标兵	biaobing
草场	caochang
功臣	gongchen
相近	xiangjin
拯救	zhengjiu
筛选	shaixuan
停产	tingchan
轰动	hongdong
未尝	weichang
跳动	tiaodong
沉着	chenzhuo
少见	shaojian
城门	chengmen
迎面	yingmian
奖牌	jiangpai
当兵	dangbing
整洁	zhengjie
选定	xuanding
常驻	changzhu
筹建	choujian
出征	chuzheng
闪闪	shanshan
验证	yanzheng
围墙	weiqiang
追踪	zhuizong
猖獗	changjue
电源	dianyuan
北上	beishang
流转	liuzhuan
成败	chengbai
顺便	shunbian
壮丽	zhuangli
单项	danxiang
跳水	tiaoshui
正派	zhengpai
降临	jianglin
清算	qingsuan
供销	gongxiao
曙光	shuguang
终究	zhongjiu
噪声	zaosheng
手表	shoubiao
西装	xizhuang
落成	luocheng
上旬	shangxun
收受	shoushou
疗效	liaoxiao
火光	huoguang
昆虫	kunchong
前行	qianxing
身亡	shenwang
苍蝇	cangying
碰见	pengjian
平行	pingxing
当天	dangtian
团员	tuanyuan
庭院	tingyuan
连同	liantong
照料	zhaoliao
公用	gongyong
脸红	lianhong
产销	chanxiao
流向	liuxiang
偏见	pianjian
照明	zhaoming
号称	haocheng
迎春	yingchun
前天	qiantian
量化	lianghua
牵动	qiandong
捐献	juanxian
房产	fangchan
缅怀	mianhuai
专著	zhuanzhu
树种	shuzhong
应酬	yingchou
原定	yuanding
偏远	pianyuan
攀升	pansheng
防空	fangkong
侥幸	jiaoxing
旁听	pangting
共鸣	gongming
沧桑	cangsang
民生	minsheng
精明	jingming
同盟	tongmeng
转折	zhuanzhe
央行	yanghang
线条	xiantiao
灯笼	denglong
深层	shenceng
望见	wangjian
庄子	zhuangzi
军政	junzheng
陷阱	xianjing
联欢	lianhuan
兴旺	xingwang
下场	xiachang
珠江	zhujiang
品尝	pinchang
吊销	diaoxiao
空洞	kongdong
飘扬	piaoyang
前锋	qianfeng
变换	bianhuan
动身	dongshen
迎战	yingzhan
交锋	jiaofeng
通风	tongfeng
讲台	jiangtai
恐龙	konglong
生猪	shengzhu
接种	jiezhong
为重	weizhong
贯通	guantong
男生	nansheng
闪电	shandian
眼眶	yankuang
关照	guanzhao
动工	donggong
涨价	zhangjia
工钱	gongqian
减产	jianchan
劝说	quanshuo
恒星	hengxing
伤感	shanggan
牲口	shengkou
创意	chuangyi
荧屏	yingping
飞翔	feixiang
胸口	xiongkou
害虫	haichong
标签	biaoqian
惊动	jingdong
开枪	kaiqiang
匆忙	congmang
皇家	huangjia
梦见	mengjian
圣人	shengren
小鸟	xiaoniao
强盗	qiangdao
感想	ganxiang
邦交	bangjiao
忘掉	wangdiao
坦诚	tancheng
颤动	chandong
画像	huaxiang
涌动	yongdong
